team,season,name,gameId,playerTeam,opposingTeam,home_or_away,gameDate,position,situation,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
NYI,2013,NYI,2013020748,NYI,NYR,AWAY,20140121,Team Level,5on5,0.5625,0.5275,0.5195,2678.0,28.147,2.084,1.795,7.813,0.941,15.793,11.573,2.001,2.117,2.034,30.0,10.0,8.0,48.0,3.0,5.0,1.0,5.0,1.0,11.0,15.0,27.0,37.0,4.0,8.0,26.0,14.0,4.0,6.0,33.0,5.0,2.0,0.826,0.808,0.451,0.0,2.0,1.0,47.674,40.0,39.625,1.0,0.368,0.798,0.798,1.655,1.68,1.67,26.175,1.621,1.586,6.546,0.797,15.343,11.107,1.618,1.604,1.601,25.0,12.0,6.0,43.0,2.0,0.0,0.0,2.0,3.0,10.0,20.0,23.0,35.0,2.0,4.0,22.0,21.0,6.0,11.0,34.0,2.0,1.0,0.933,0.287,0.401,1.0,0.0,1.0,42.882,37.0,37.052,5.0,0.318,0.0,0.0,1.938,1.915,1.91
NYI,2013,NYI,2013020748,NYI,NYR,AWAY,20140121,Team Level,4on5,0.016,0.0667,0.0909,337.0,0.739,0.021,0.024,0.125,0.023,0.212,0.595,0.021,0.021,0.021,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.021,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.005,0.0,0.0,0.026,0.026,0.026,6.735,1.293,0.607,1.349,0.217,4.447,2.087,1.253,1.293,1.253,5.0,5.0,4.0,14.0,1.0,1.0,1.0,0.0,1.0,6.0,1.0,4.0,9.0,1.0,2.0,4.0,0.0,0.0,2.0,4.0,5.0,1.0,0.135,0.575,0.583,0.0,0.0,1.0,14.0,10.0,10.0,0.0,0.151,0.583,0.583,0.861,0.861,0.844
NYI,2013,NYI,2013020748,NYI,NYR,AWAY,20140121,Team Level,5on4,1.0,1.0,1.0,309.0,3.154,0.637,0.247,0.651,0.107,2.267,1.091,0.629,0.637,0.629,3.0,2.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,1.0,0.028,0.0,0.609,0.0,0.0,1.0,7.0,5.0,5.0,0.0,0.068,0.0,0.0,0.705,0.705,0.697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
NYI,2013,NYI,2013020763,NYI,PIT,HOME,20140123,Team Level,other,0.1728,0.6,0.6,105.0,2.138,0.3,0.192,0.396,0.075,1.538,0.499,0.288,0.3,0.288,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.075,0.0,0.225,0.0,0.0,0.0,3.0,3.0,3.0,1.0,0.057,0.0,0.0,0.357,0.357,0.339,1.381,1.436,0.035,0.025,0.026,0.252,0.226,1.436,1.436,1.436,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.436,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.008,0.0,0.0,1.444,1.444,1.444
NYI,2013,NYI,2013020763,NYI,PIT,HOME,20140123,Team Level,all,0.4375,0.5431,0.5055,3600.0,32.063,3.084,2.279,7.217,1.122,18.7,13.598,2.973,2.916,2.812,34.0,12.0,17.0,63.0,4.0,2.0,1.0,6.0,1.0,13.0,20.0,30.0,42.0,3.0,9.0,30.0,22.0,7.0,18.0,32.0,12.0,2.0,1.115,1.37,0.6,2.0,1.0,1.0,59.368,46.0,43.523,8.0,0.494,0.476,0.476,3.103,2.948,2.904,31.249,3.965,2.044,7.125,1.078,16.863,13.925,3.916,4.102,4.051,29.0,16.0,8.0,53.0,6.0,0.0,0.0,9.0,4.0,17.0,9.0,23.0,39.0,4.0,11.0,42.0,13.0,7.0,14.0,35.0,6.0,4.0,0.936,0.631,2.398,1.0,3.0,2.0,55.858,45.0,47.3,4.0,0.448,0.0,0.031,4.382,4.542,4.486
NYI,2013,NYI,2013020763,NYI,PIT,HOME,20140123,Team Level,5on5,0.5892,0.5851,0.527,3090.0,27.35,2.498,1.849,6.254,0.959,15.414,12.026,2.407,2.33,2.246,28.0,11.0,16.0,55.0,4.0,2.0,1.0,6.0,1.0,9.0,17.0,24.0,35.0,3.0,9.0,28.0,22.0,7.0,16.0,28.0,10.0,1.0,0.947,1.177,0.375,2.0,1.0,1.0,51.368,39.0,36.523,7.0,0.381,0.476,0.476,2.403,2.249,2.231,24.103,1.742,1.548,6.062,0.868,12.738,12.043,1.726,1.879,1.862,23.0,12.0,4.0,39.0,4.0,0.0,0.0,9.0,4.0,9.0,9.0,19.0,31.0,3.0,9.0,37.0,12.0,7.0,13.0,28.0,6.0,1.0,0.873,0.631,0.238,1.0,3.0,0.0,41.858,35.0,37.3,4.0,0.322,0.0,0.031,2.033,2.193,2.173
NYI,2013,NYI,2013020763,NYI,PIT,HOME,20140123,Team Level,4on5,0.0,0.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.765,0.787,0.461,1.038,0.184,3.874,1.656,0.754,0.787,0.754,5.0,3.0,4.0,12.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,7.0,0.0,0.0,2.0,0.0,0.0,1.0,7.0,0.0,1.0,0.063,0.0,0.723,0.0,0.0,1.0,12.0,8.0,8.0,0.0,0.118,0.0,0.0,0.905,0.905,0.87
NYI,2013,NYI,2013020763,NYI,PIT,HOME,20140123,Team Level,5on4,1.0,1.0,1.0,199.0,2.575,0.286,0.237,0.568,0.088,1.748,1.073,0.279,0.286,0.279,4.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.093,0.193,0.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,0.057,0.0,0.0,0.342,0.342,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYI,2013,NYI,2013020775,NYI,STL,HOME,20140125,Team Level,other,0.5597,0.4348,0.4118,376.0,5.255,0.628,0.371,0.988,0.146,2.838,2.028,0.614,0.628,0.614,7.0,0.0,3.0,10.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,7.0,7.0,0.0,0.0,8.0,1.0,3.0,3.0,4.0,2.0,1.0,0.118,0.24,0.271,0.0,0.0,0.0,10.0,7.0,7.0,1.0,0.098,0.0,0.0,0.726,0.726,0.71,6.915,0.494,0.413,1.499,0.213,3.335,4.045,0.486,0.494,0.486,7.0,3.0,3.0,13.0,2.0,0.0,0.0,3.0,0.0,1.0,4.0,5.0,8.0,1.0,2.0,5.0,1.0,2.0,0.0,8.0,2.0,0.0,0.263,0.232,0.0,1.0,1.0,0.0,13.0,10.0,10.0,0.0,0.119,0.0,0.0,0.613,0.613,0.602
NYI,2013,NYI,2013020775,NYI,STL,HOME,20140125,Team Level,all,0.5456,0.4833,0.4681,3900.0,31.004,3.192,2.348,6.456,1.056,18.715,12.233,3.103,3.175,3.087,36.0,8.0,14.0,58.0,3.0,1.0,0.0,8.0,3.0,13.0,16.0,33.0,41.0,4.0,8.0,38.0,17.0,12.0,9.0,27.0,15.0,2.0,1.044,1.561,0.588,1.0,2.0,0.0,58.48,44.0,44.551,2.0,0.519,0.317,0.317,3.394,3.374,3.301,34.536,2.658,2.273,7.326,1.208,19.979,16.555,2.533,2.666,2.541,35.0,15.0,12.0,62.0,3.0,2.0,1.0,11.0,0.0,11.0,23.0,32.0,47.0,6.0,12.0,31.0,19.0,10.0,4.0,40.0,9.0,1.0,1.143,1.046,0.469,2.0,1.0,0.0,61.132,50.0,48.96,3.0,0.506,0.164,0.164,3.0,3.007,2.874
NYI,2013,NYI,2013020775,NYI,STL,HOME,20140125,Team Level,5on5,0.5252,0.4557,0.4375,2820.0,19.837,1.815,1.368,4.342,0.699,11.614,8.162,1.762,1.798,1.746,21.0,7.0,8.0,36.0,3.0,1.0,0.0,7.0,2.0,7.0,8.0,18.0,25.0,4.0,8.0,25.0,16.0,9.0,4.0,19.0,8.0,1.0,0.745,0.753,0.317,1.0,2.0,0.0,36.48,28.0,28.551,1.0,0.278,0.317,0.317,1.776,1.756,1.724,24.625,1.641,1.698,5.357,0.902,15.188,11.214,1.525,1.649,1.533,25.0,11.0,7.0,43.0,1.0,2.0,1.0,6.0,0.0,10.0,17.0,24.0,35.0,5.0,10.0,20.0,17.0,7.0,2.0,29.0,7.0,0.0,0.826,0.815,0.0,1.0,0.0,0.0,42.132,36.0,34.96,1.0,0.343,0.164,0.164,1.82,1.827,1.705
NYI,2013,NYI,2013020775,NYI,STL,HOME,20140125,Team Level,4on5,0.0,0.0,0.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.326,0.489,0.134,0.401,0.077,1.216,0.682,0.489,0.489,0.489,3.0,0.0,2.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.02,0.0,0.469,0.0,0.0,0.0,5.0,3.0,3.0,0.0,0.038,0.0,0.0,0.527,0.527,0.527
NYI,2013,NYI,2013020775,NYI,STL,HOME,20140125,Team Level,5on4,0.9578,0.9231,0.9,532.0,5.912,0.749,0.609,1.126,0.21,4.264,2.043,0.727,0.749,0.727,8.0,1.0,3.0,12.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,8.0,9.0,0.0,0.0,4.0,0.0,0.0,2.0,4.0,5.0,0.0,0.181,0.567,0.0,0.0,0.0,0.0,12.0,9.0,9.0,0.0,0.144,0.0,0.0,0.892,0.892,0.867,0.671,0.033,0.028,0.069,0.016,0.24,0.613,0.033,0.033,0.033,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,2.0,1.0,0.0,0.0,0.033,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.006,0.0,0.0,0.04,0.04,0.04
NYI,2013,NYI,2013020789,NYI,BOS,HOME,20140127,Team Level,other,0.5287,0.5,0.5,15.0,0.771,0.092,0.052,0.111,0.026,0.489,0.229,0.092,0.092,0.092,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.092,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.014,0.0,0.0,0.106,0.106,0.106,0.67,0.082,0.063,0.128,0.019,0.575,0.132,0.082,0.082,0.082,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.082,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.021,0.0,0.0,0.102,0.102,0.102
NYI,2013,NYI,2013020789,NYI,BOS,HOME,20140127,Team Level,all,0.6119,0.5693,0.5604,3600.0,36.192,4.822,3.152,7.139,1.254,20.366,14.266,4.601,4.657,4.438,37.0,14.0,27.0,78.0,3.0,3.0,1.0,11.0,0.0,20.0,14.0,34.0,48.0,2.0,4.0,43.0,32.0,12.0,17.0,28.0,17.0,6.0,1.115,2.039,1.668,0.0,1.0,2.0,74.006,51.0,48.908,6.0,0.729,1.005,1.005,4.546,4.38,4.175,29.639,3.059,2.227,6.669,1.115,15.836,11.094,2.956,3.338,3.225,37.0,3.0,19.0,59.0,6.0,3.0,0.0,16.0,0.0,6.0,9.0,31.0,34.0,5.0,10.0,27.0,18.0,7.0,19.0,26.0,10.0,4.0,0.953,0.912,1.194,3.0,2.0,1.0,64.026,40.0,43.398,12.0,0.467,0.675,0.675,2.852,3.108,3.048
NYI,2013,NYI,2013020789,NYI,BOS,HOME,20140127,Team Level,5on5,0.445,0.4811,0.4348,2745.0,21.186,2.388,1.527,4.553,0.699,12.186,8.647,2.344,2.223,2.181,24.0,6.0,21.0,51.0,3.0,1.0,1.0,7.0,0.0,12.0,7.0,21.0,27.0,2.0,4.0,36.0,30.0,11.0,16.0,20.0,8.0,2.0,0.725,0.992,0.67,0.0,1.0,2.0,47.006,30.0,27.908,5.0,0.319,0.467,0.467,2.24,2.073,2.055,28.969,2.978,2.163,6.541,1.096,15.26,10.962,2.874,3.257,3.144,36.0,3.0,16.0,55.0,5.0,3.0,0.0,16.0,0.0,6.0,9.0,31.0,34.0,5.0,10.0,21.0,15.0,7.0,12.0,26.0,9.0,4.0,0.953,0.83,1.194,3.0,1.0,1.0,60.026,39.0,42.398,8.0,0.446,0.675,0.675,2.749,3.006,2.946
NYI,2013,NYI,2013020789,NYI,BOS,HOME,20140127,Team Level,4on5,1.0,0.5,1.0,240.0,2.484,0.304,0.146,0.256,0.063,0.575,1.657,0.304,0.304,0.304,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,0.008,0.296,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,0.033,0.0,0.0,0.337,0.337,0.337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYI,2013,NYI,2013020789,NYI,BOS,HOME,20140127,Team Level,5on4,1.0,1.0,1.0,600.0,11.751,2.038,1.427,2.22,0.467,7.116,3.733,1.861,2.038,1.861,10.0,7.0,6.0,23.0,0.0,2.0,0.0,4.0,0.0,6.0,5.0,10.0,17.0,0.0,0.0,5.0,0.0,0.0,0.0,7.0,6.0,4.0,0.382,0.658,0.998,0.0,0.0,0.0,23.0,17.0,17.0,0.0,0.363,0.537,0.537,1.863,1.863,1.677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
NYI,2013,NYI,2013020806,NYI,NYR,HOME,20140129,Team Level,other,0.67,0.7273,0.7778,1272.0,5.189,0.402,0.401,0.931,0.158,3.265,1.843,0.401,0.402,0.401,5.0,2.0,1.0,8.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,5.0,7.0,0.0,0.0,2.0,1.0,0.0,0.0,4.0,3.0,0.0,0.075,0.327,0.0,0.0,0.0,0.0,8.0,7.0,7.0,0.0,0.101,0.0,0.0,0.503,0.503,0.501,1.423,0.198,0.095,0.234,0.041,0.688,0.745,0.198,0.198,0.198,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.076,0.122,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.025,0.0,0.0,0.223,0.223,0.223
NYI,2013,NYI,2013020806,NYI,NYR,HOME,20140129,Team Level,all,0.447,0.5294,0.5055,3600.0,33.982,2.522,2.374,7.534,1.023,18.871,13.675,2.478,2.438,2.396,31.0,15.0,17.0,63.0,1.0,2.0,0.0,6.0,3.0,12.0,22.0,30.0,45.0,2.0,4.0,34.0,16.0,9.0,10.0,39.0,5.0,2.0,1.407,0.544,0.57,0.0,1.0,0.0,61.126,46.0,44.733,3.0,0.523,0.394,0.394,2.651,2.569,2.533,33.404,3.12,2.526,7.27,1.041,17.914,13.128,3.007,3.298,3.178,34.0,11.0,11.0,56.0,2.0,5.0,2.0,10.0,1.0,4.0,23.0,32.0,43.0,5.0,10.0,27.0,17.0,5.0,11.0,33.0,10.0,2.0,1.176,1.159,0.785,0.0,1.0,1.0,58.402,45.0,46.962,7.0,0.534,1.116,1.116,2.538,2.678,2.628
NYI,2013,NYI,2013020806,NYI,NYR,HOME,20140129,Team Level,5on5,0.3829,0.4894,0.4583,1968.0,24.46,1.781,1.522,5.754,0.749,12.837,10.357,1.742,1.697,1.66,23.0,10.0,13.0,46.0,1.0,2.0,0.0,4.0,2.0,8.0,16.0,22.0,32.0,2.0,4.0,25.0,15.0,9.0,10.0,29.0,2.0,2.0,0.994,0.217,0.57,0.0,1.0,0.0,44.126,33.0,31.733,3.0,0.316,0.394,0.394,1.703,1.621,1.592,29.043,2.87,2.209,6.323,0.902,15.303,11.392,2.759,3.049,2.929,28.0,11.0,9.0,48.0,2.0,4.0,2.0,9.0,1.0,3.0,20.0,26.0,37.0,5.0,10.0,23.0,17.0,5.0,9.0,28.0,9.0,2.0,1.048,1.037,0.785,0.0,1.0,1.0,50.402,39.0,40.962,6.0,0.453,1.086,1.086,2.237,2.377,2.329
NYI,2013,NYI,2013020806,NYI,NYR,HOME,20140129,Team Level,4on5,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.938,0.051,0.222,0.713,0.099,1.924,0.991,0.051,0.051,0.051,4.0,0.0,1.0,5.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,0.051,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,1.0,0.056,0.03,0.03,0.078,0.078,0.077
NYI,2013,NYI,2013020806,NYI,NYR,HOME,20140129,Team Level,5on4,1.0,1.0,1.0,240.0,4.333,0.338,0.451,0.85,0.117,2.769,1.475,0.335,0.338,0.335,3.0,3.0,3.0,9.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.338,0.0,0.0,0.0,0.0,0.0,9.0,6.0,6.0,0.0,0.107,0.0,0.0,0.445,0.445,0.441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYI,2013,NYI,2013020819,NYI,NYR,AWAY,20140131,Team Level,other,0.0,0.2,0.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.933,0.771,0.211,0.382,0.086,1.523,1.026,0.771,0.771,0.771,3.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,2.0,0.016,0.105,0.65,0.0,0.0,2.0,4.0,4.0,4.0,0.0,0.055,0.0,0.0,0.825,0.825,0.825
NYI,2013,NYI,2013020819,NYI,NYR,AWAY,20140131,Team Level,all,0.3199,0.4737,0.45,3600.0,32.158,1.98,2.238,6.855,1.043,18.471,14.413,1.952,2.016,1.987,39.0,6.0,18.0,63.0,1.0,3.0,1.0,9.0,1.0,14.0,17.0,38.0,44.0,5.0,10.0,27.0,19.0,4.0,4.0,38.0,6.0,1.0,0.921,0.852,0.206,0.0,0.0,1.0,62.769,45.0,44.55,2.0,0.487,0.565,0.565,1.902,1.924,1.914,39.495,4.21,2.793,8.202,1.292,22.477,16.027,4.051,4.169,4.01,37.0,18.0,15.0,70.0,4.0,4.0,0.0,8.0,1.0,20.0,18.0,33.0,51.0,6.0,12.0,36.0,20.0,8.0,12.0,36.0,14.0,5.0,1.11,1.662,1.439,1.0,1.0,2.0,70.35,55.0,55.267,10.0,0.609,0.97,0.97,3.85,3.804,3.706
NYI,2013,NYI,2013020819,NYI,NYR,AWAY,20140131,Team Level,5on5,0.39,0.4486,0.4231,2755.0,23.937,1.831,1.481,5.339,0.766,12.945,10.638,1.804,1.867,1.839,28.0,5.0,15.0,48.0,1.0,3.0,1.0,5.0,1.0,11.0,12.0,27.0,32.0,4.0,8.0,19.0,17.0,3.0,3.0,26.0,6.0,1.0,0.773,0.852,0.206,0.0,0.0,1.0,47.769,33.0,32.55,2.0,0.303,0.565,0.565,1.569,1.591,1.581,32.094,2.864,2.091,7.058,1.07,18.287,13.631,2.727,2.822,2.687,29.0,16.0,14.0,59.0,2.0,4.0,0.0,8.0,1.0,15.0,15.0,27.0,43.0,4.0,8.0,25.0,19.0,8.0,7.0,32.0,10.0,3.0,0.945,1.13,0.789,1.0,1.0,0.0,59.35,45.0,45.267,6.0,0.433,0.97,0.97,2.327,2.281,2.211
NYI,2013,NYI,2013020819,NYI,NYR,AWAY,20140131,Team Level,4on5,0.0604,0.125,0.1429,285.0,0.803,0.037,0.034,0.15,0.03,0.205,0.544,0.037,0.037,0.037,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.007,0.0,0.0,0.044,0.044,0.044,4.468,0.576,0.491,0.761,0.136,2.667,1.369,0.552,0.576,0.552,5.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,6.0,1.0,2.0,5.0,0.0,0.0,3.0,3.0,3.0,0.0,0.148,0.428,0.0,0.0,0.0,0.0,7.0,6.0,6.0,2.0,0.122,0.0,0.0,0.698,0.698,0.67
NYI,2013,NYI,2013020819,NYI,NYR,AWAY,20140131,Team Level,5on4,1.0,1.0,1.0,363.0,7.418,0.112,0.723,1.366,0.247,5.321,3.231,0.112,0.112,0.112,10.0,1.0,2.0,13.0,0.0,0.0,0.0,3.0,0.0,3.0,5.0,10.0,11.0,1.0,2.0,5.0,0.0,0.0,1.0,11.0,0.0,0.0,0.112,0.0,0.0,0.0,0.0,0.0,13.0,11.0,11.0,0.0,0.177,0.0,0.0,0.289,0.289,0.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
