team,season,name,gameId,playerTeam,opposingTeam,home_or_away,gameDate,position,situation,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
NYI,2011,NYI,2011020632,NYI,PHI,HOME,20120112,Team Level,5on5,0.674,0.5714,0.5932,2878.0,25.145,2.44,1.813,5.904,0.929,13.942,9.972,2.426,2.256,2.243,31.0,4.0,13.0,48.0,1.0,0.0,0.0,12.0,2.0,11.0,9.0,30.0,34.0,3.0,6.0,25.0,28.0,8.0,12.0,24.0,8.0,3.0,0.758,0.86,0.822,0.0,0.0,1.0,44.767,35.0,32.669,6.0,0.373,0.0,0.0,2.813,2.603,2.588,16.521,1.18,1.105,3.885,0.559,9.742,7.53,1.169,1.286,1.274,16.0,8.0,12.0,36.0,2.0,0.0,0.0,8.0,1.0,3.0,10.0,14.0,22.0,3.0,6.0,18.0,21.0,7.0,10.0,19.0,4.0,1.0,0.491,0.481,0.208,2.0,0.0,0.0,39.568,24.0,26.358,5.0,0.229,0.0,0.0,1.409,1.536,1.52
NYI,2011,NYI,2011020632,NYI,PHI,HOME,20120112,Team Level,4on5,0.0,0.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.401,0.602,0.519,1.562,0.261,2.625,1.431,0.599,0.602,0.599,6.0,1.0,0.0,7.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,5.0,6.0,1.0,2.0,5.0,0.0,0.0,0.0,6.0,0.0,1.0,0.123,0.0,0.48,0.0,0.0,1.0,7.0,7.0,7.0,0.0,0.153,0.055,0.055,0.701,0.701,0.694
NYI,2011,NYI,2011020632,NYI,PHI,HOME,20120112,Team Level,5on4,0.9833,0.9333,0.9,401.0,5.943,0.529,0.629,1.355,0.256,4.18,2.052,0.498,0.529,0.498,3.0,6.0,5.0,14.0,0.0,1.0,0.0,1.0,0.0,4.0,3.0,3.0,9.0,0.0,0.0,2.0,0.0,1.0,0.0,8.0,1.0,0.0,0.442,0.087,0.0,0.0,0.0,0.0,14.0,9.0,9.0,0.0,0.151,0.076,0.076,0.603,0.603,0.572,0.728,0.009,0.015,0.11,0.02,0.224,0.622,0.009,0.009,0.009,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.004,0.0,0.0,0.012,0.012,0.012
NYI,2011,NYI,2011020651,NYI,BUF,HOME,20120114,Team Level,other,1.0,0.6667,1.0,25.0,0.634,0.663,0.022,0.019,0.016,0.154,0.126,0.663,0.663,0.663,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.663,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.005,0.0,0.0,0.668,0.668,0.668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYI,2011,NYI,2011020651,NYI,BUF,HOME,20120114,Team Level,all,0.6019,0.56,0.5934,3600.0,39.992,5.568,2.886,8.876,1.322,19.362,15.987,5.382,5.44,5.261,40.0,14.0,16.0,70.0,4.0,6.0,2.0,6.0,2.0,14.0,22.0,36.0,50.0,2.0,7.0,28.0,23.0,9.0,14.0,33.0,8.0,13.0,1.105,0.91,3.553,0.0,0.0,4.0,69.148,54.0,53.666,5.0,0.618,1.511,1.511,4.674,4.579,4.554,27.173,3.682,1.874,6.094,1.059,14.049,10.241,2.961,3.746,3.025,25.0,12.0,18.0,55.0,2.0,0.0,0.0,2.0,3.0,10.0,20.0,23.0,35.0,3.0,9.0,19.0,19.0,7.0,10.0,26.0,7.0,4.0,0.833,0.852,1.997,1.0,1.0,0.0,55.795,37.0,37.411,2.0,0.423,0.0,0.762,3.343,3.421,3.039
NYI,2011,NYI,2011020651,NYI,BUF,HOME,20120114,Team Level,5on5,0.7345,0.5636,0.5976,3335.0,36.629,4.661,2.658,8.292,1.207,17.553,14.63,4.475,4.533,4.354,37.0,12.0,13.0,62.0,3.0,6.0,2.0,6.0,1.0,13.0,20.0,34.0,46.0,2.0,7.0,25.0,23.0,8.0,11.0,30.0,7.0,12.0,0.95,0.821,2.89,0.0,0.0,3.0,61.148,49.0,48.666,5.0,0.562,1.511,1.511,3.712,3.616,3.591,23.788,1.685,1.709,5.779,0.928,13.154,9.744,1.682,1.75,1.746,22.0,11.0,15.0,48.0,2.0,0.0,0.0,2.0,1.0,10.0,18.0,20.0,31.0,3.0,9.0,16.0,19.0,7.0,8.0,26.0,7.0,0.0,0.833,0.852,0.0,1.0,1.0,0.0,48.795,33.0,33.411,2.0,0.346,0.0,0.0,2.031,2.109,2.104
NYI,2011,NYI,2011020651,NYI,BUF,HOME,20120114,Team Level,4on5,0.0254,0.1667,0.2,0.0,0.754,0.052,0.027,0.144,0.029,0.235,0.513,0.052,0.052,0.052,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.052,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.006,0.0,0.0,0.058,0.058,0.058,3.385,1.997,0.165,0.315,0.131,0.895,0.497,1.279,1.997,1.279,3.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.997,0.0,0.0,0.0,5.0,4.0,4.0,0.0,0.077,0.0,0.762,1.312,1.312,0.935
NYI,2011,NYI,2011020651,NYI,BUF,HOME,20120114,Team Level,5on4,1.0,0.8333,1.0,240.0,1.975,0.192,0.179,0.421,0.07,1.42,0.719,0.192,0.192,0.192,1.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,2.0,1.0,0.0,0.102,0.09,0.0,0.0,0.0,0.0,5.0,3.0,3.0,0.0,0.045,0.0,0.0,0.236,0.236,0.236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYI,2011,NYI,2011020664,NYI,NSH,HOME,20120116,Team Level,other,0.1971,0.75,0.5714,218.0,2.456,0.368,0.246,0.406,0.114,2.291,0.575,0.346,0.368,0.346,3.0,1.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.071,0.298,0.0,0.0,0.0,0.0,9.0,4.0,4.0,0.0,0.071,0.0,0.0,0.44,0.44,0.413,1.67,1.499,0.047,0.059,0.054,0.622,0.719,1.499,1.499,1.499,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.499,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.013,0.0,0.0,1.512,1.512,1.512
NYI,2011,NYI,2011020664,NYI,NSH,HOME,20120116,Team Level,all,0.3842,0.5603,0.5227,3600.0,32.349,3.074,2.337,7.498,1.158,19.3,12.633,2.89,2.843,2.671,37.0,9.0,19.0,65.0,1.0,3.0,0.0,12.0,0.0,15.0,15.0,36.0,45.0,1.0,2.0,23.0,31.0,14.0,19.0,35.0,9.0,2.0,1.245,1.357,0.473,0.0,1.0,0.0,58.425,46.0,41.768,11.0,0.516,0.384,0.384,3.207,2.981,2.843,31.332,4.926,1.925,6.915,1.005,15.255,11.973,4.526,5.434,4.973,32.0,10.0,9.0,51.0,3.0,5.0,0.0,10.0,1.0,5.0,18.0,29.0,39.0,3.0,6.0,32.0,21.0,14.0,13.0,25.0,9.0,8.0,0.812,1.073,3.041,2.0,1.0,0.0,60.294,42.0,47.918,4.0,0.405,1.428,1.428,3.903,4.251,4.036
NYI,2011,NYI,2011020664,NYI,NSH,HOME,20120116,Team Level,5on5,0.3776,0.5,0.4865,3049.0,25.737,2.077,1.727,6.401,0.912,14.445,10.439,1.974,1.846,1.755,30.0,6.0,11.0,47.0,1.0,3.0,0.0,12.0,0.0,8.0,12.0,29.0,35.0,1.0,2.0,18.0,30.0,9.0,17.0,29.0,6.0,1.0,0.953,0.86,0.264,0.0,1.0,0.0,40.425,36.0,31.768,11.0,0.353,0.384,0.384,2.046,1.82,1.779,28.938,3.423,1.835,6.684,0.93,14.137,10.991,3.022,3.93,3.47,31.0,7.0,9.0,47.0,3.0,5.0,0.0,9.0,0.0,5.0,16.0,28.0,35.0,2.0,4.0,29.0,18.0,13.0,11.0,24.0,9.0,5.0,0.807,1.073,1.542,2.0,1.0,0.0,56.294,38.0,43.918,4.0,0.383,1.428,1.428,2.377,2.725,2.51
NYI,2011,NYI,2011020664,NYI,NSH,HOME,20120116,Team Level,4on5,0.878,0.5,0.5,120.0,0.678,0.036,0.026,0.062,0.016,0.251,0.608,0.036,0.036,0.036,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,1.0,1.0,0.0,0.0,0.036,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.005,0.0,0.0,0.042,0.042,0.042,0.724,0.005,0.043,0.172,0.021,0.496,0.263,0.005,0.005,0.005,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.009,0.0,0.0,0.014,0.014,0.014
NYI,2011,NYI,2011020664,NYI,NSH,HOME,20120116,Team Level,5on4,1.0,1.0,1.0,213.0,3.478,0.593,0.337,0.629,0.117,2.313,1.012,0.534,0.593,0.534,4.0,1.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.185,0.199,0.209,0.0,0.0,0.0,8.0,5.0,5.0,0.0,0.087,0.0,0.0,0.679,0.679,0.609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYI,2011,NYI,2011020675,NYI,WSH,AWAY,20120117,Team Level,other,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYI,2011,NYI,2011020675,NYI,WSH,AWAY,20120117,Team Level,all,0.6598,0.52,0.5652,3600.0,28.354,3.087,2.015,6.236,0.865,15.617,11.181,3.042,3.288,3.238,28.0,11.0,13.0,52.0,3.0,1.0,0.0,7.0,0.0,11.0,17.0,25.0,36.0,3.0,6.0,19.0,14.0,7.0,4.0,28.0,7.0,4.0,0.773,0.781,1.533,0.0,1.0,2.0,57.638,39.0,43.146,4.0,0.449,0.075,0.075,3.461,3.689,3.629,20.908,1.592,1.39,4.555,0.648,12.169,9.646,1.57,1.483,1.463,17.0,13.0,18.0,48.0,0.0,0.0,0.0,2.0,3.0,11.0,14.0,17.0,30.0,6.0,12.0,25.0,19.0,10.0,10.0,22.0,8.0,0.0,0.644,0.947,0.0,0.0,0.0,0.0,44.418,30.0,28.034,5.0,0.303,0.0,0.0,1.895,1.772,1.749
NYI,2011,NYI,2011020675,NYI,WSH,AWAY,20120117,Team Level,5on5,0.6419,0.5443,0.6296,2681.0,24.658,1.95,1.711,5.698,0.766,13.65,10.225,1.908,2.151,2.104,24.0,10.0,9.0,43.0,1.0,1.0,0.0,7.0,0.0,9.0,16.0,23.0,33.0,3.0,6.0,12.0,14.0,6.0,3.0,25.0,7.0,2.0,0.747,0.781,0.421,0.0,1.0,0.0,48.638,34.0,38.146,3.0,0.352,0.075,0.075,2.226,2.455,2.399,13.922,1.088,0.806,3.134,0.435,7.802,6.734,1.07,0.98,0.964,13.0,7.0,16.0,36.0,0.0,0.0,0.0,2.0,2.0,8.0,8.0,13.0,20.0,6.0,12.0,17.0,12.0,10.0,8.0,14.0,6.0,0.0,0.364,0.724,0.0,0.0,0.0,0.0,32.418,20.0,18.034,4.0,0.162,0.0,0.0,1.25,1.127,1.109
NYI,2011,NYI,2011020675,NYI,WSH,AWAY,20120117,Team Level,4on5,0.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.211,0.46,0.55,1.354,0.2,4.135,2.302,0.456,0.46,0.456,3.0,6.0,2.0,11.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,3.0,9.0,0.0,0.0,5.0,1.0,0.0,1.0,7.0,2.0,0.0,0.236,0.224,0.0,0.0,0.0,0.0,11.0,9.0,9.0,0.0,0.134,0.0,0.0,0.594,0.594,0.589
NYI,2011,NYI,2011020675,NYI,WSH,AWAY,20120117,Team Level,5on4,0.9636,0.9,0.8333,556.0,3.696,1.137,0.304,0.537,0.099,1.967,0.956,1.134,1.137,1.134,4.0,1.0,4.0,9.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,0.0,0.0,5.0,0.0,1.0,0.0,3.0,0.0,2.0,0.026,0.0,1.111,0.0,0.0,2.0,9.0,5.0,5.0,0.0,0.097,0.0,0.0,1.234,1.234,1.229,0.775,0.043,0.034,0.067,0.014,0.231,0.61,0.043,0.043,0.043,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,6.0,0.0,1.0,1.0,0.0,0.0,0.043,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.007,0.0,0.0,0.051,0.051,0.051
NYI,2011,NYI,2011020688,NYI,PHI,AWAY,20120119,Team Level,other,0.938,0.4286,0.4,263.0,1.539,1.196,0.048,0.1,0.035,0.357,0.264,1.196,1.196,1.196,2.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.196,0.0,0.0,2.0,3.0,2.0,2.0,1.0,0.022,0.0,0.0,1.219,1.219,1.219,1.683,0.079,0.135,0.375,0.076,1.569,0.766,0.078,0.079,0.078,1.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,1.0,2.0,6.0,1.0,0.0,0.0,3.0,0.0,0.0,0.079,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,0.0,0.033,0.0,0.0,0.112,0.112,0.111
NYI,2011,NYI,2011020688,NYI,PHI,AWAY,20120119,Team Level,all,0.4115,0.3443,0.382,3600.0,25.008,3.167,1.541,5.56,0.777,12.562,10.393,3.126,3.278,3.235,27.0,7.0,8.0,42.0,4.0,2.0,0.0,7.0,0.0,8.0,13.0,23.0,30.0,7.0,17.0,25.0,24.0,11.0,6.0,25.0,5.0,4.0,0.758,0.689,1.72,0.0,1.0,3.0,44.712,34.0,36.087,5.0,0.332,0.302,0.302,3.198,3.314,3.286,39.903,4.53,3.034,9.258,1.32,21.551,15.308,4.218,4.3,3.995,41.0,14.0,25.0,80.0,1.0,5.0,0.0,8.0,0.0,23.0,18.0,40.0,54.0,6.0,15.0,29.0,30.0,4.0,9.0,36.0,15.0,4.0,1.258,1.886,1.385,1.0,0.0,0.0,74.804,55.0,51.571,6.0,0.684,1.486,1.486,3.729,3.542,3.342
NYI,2011,NYI,2011020688,NYI,PHI,AWAY,20120119,Team Level,5on5,0.3441,0.3778,0.4179,2785.0,20.269,1.506,1.306,5.016,0.658,11.082,8.433,1.465,1.617,1.574,21.0,7.0,6.0,34.0,1.0,2.0,0.0,6.0,0.0,8.0,11.0,20.0,27.0,6.0,15.0,20.0,22.0,7.0,5.0,23.0,4.0,1.0,0.695,0.536,0.275,0.0,1.0,0.0,36.712,28.0,30.087,4.0,0.268,0.302,0.302,1.473,1.589,1.561,29.61,2.87,2.084,7.288,0.939,14.564,11.254,2.789,2.64,2.567,30.0,9.0,17.0,56.0,1.0,4.0,0.0,7.0,0.0,13.0,14.0,29.0,38.0,5.0,13.0,18.0,28.0,4.0,6.0,26.0,11.0,2.0,0.784,1.387,0.699,1.0,0.0,0.0,50.804,39.0,35.571,5.0,0.438,1.058,1.058,2.25,2.063,2.012
NYI,2011,NYI,2011020688,NYI,PHI,AWAY,20120119,Team Level,4on5,0.225,0.1364,0.2,350.0,2.424,0.447,0.138,0.299,0.059,0.644,1.413,0.447,0.447,0.447,3.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.046,0.152,0.249,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.031,0.0,0.0,0.477,0.477,0.477,7.939,1.54,0.782,1.497,0.286,5.16,2.736,1.309,1.54,1.309,9.0,3.0,7.0,19.0,0.0,1.0,0.0,0.0,0.0,8.0,3.0,9.0,12.0,0.0,0.0,4.0,1.0,0.0,3.0,6.0,4.0,2.0,0.354,0.499,0.686,0.0,0.0,0.0,19.0,12.0,12.0,1.0,0.206,0.428,0.428,1.318,1.318,1.171
NYI,2011,NYI,2011020688,NYI,PHI,AWAY,20120119,Team Level,5on4,0.3051,0.6667,0.5,202.0,0.776,0.018,0.049,0.146,0.025,0.479,0.283,0.018,0.018,0.018,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.018,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.011,0.0,0.0,0.029,0.029,0.029,0.671,0.041,0.032,0.099,0.019,0.257,0.552,0.041,0.041,0.041,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.041,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.007,0.0,0.0,0.048,0.048,0.048
NYI,2011,NYI,2011020703,NYI,CAR,HOME,20120121,Team Level,other,0.8034,0.5556,0.5,14.0,1.717,0.654,0.111,0.343,0.08,0.424,0.388,0.6,0.654,0.6,2.0,0.0,3.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.097,0.557,0.0,0.0,1.0,5.0,2.0,2.0,1.0,0.028,0.557,0.557,0.124,0.124,0.123,1.472,0.16,0.093,0.261,0.042,0.654,0.79,0.16,0.16,0.16,2.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.068,0.092,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.024,0.0,0.0,0.184,0.184,0.184
NYI,2011,NYI,2011020703,NYI,CAR,HOME,20120121,Team Level,all,0.5859,0.5435,0.5417,3838.0,38.771,5.462,3.142,8.868,1.482,18.718,14.328,4.865,5.29,4.708,40.0,12.0,23.0,75.0,2.0,7.0,2.0,12.0,2.0,13.0,16.0,38.0,50.0,3.0,6.0,24.0,23.0,9.0,25.0,30.0,13.0,9.0,1.014,1.548,2.9,0.0,0.0,2.0,72.155,52.0,50.026,13.0,0.708,2.228,2.228,3.942,3.81,3.628,33.376,3.861,2.273,6.978,1.076,16.157,13.655,3.77,4.105,4.009,33.0,11.0,19.0,63.0,1.0,5.0,1.0,6.0,1.0,7.0,24.0,32.0,43.0,2.0,4.0,25.0,24.0,6.0,9.0,29.0,11.0,4.0,1.042,1.407,1.411,0.0,0.0,1.0,66.13,44.0,46.116,7.0,0.489,1.55,1.55,2.799,2.968,2.949
NYI,2011,NYI,2011020703,NYI,CAR,HOME,20120121,Team Level,5on5,0.489,0.5505,0.5333,3224.0,29.307,3.232,2.087,7.181,1.167,14.944,11.389,2.905,3.06,2.748,29.0,11.0,20.0,60.0,1.0,5.0,1.0,10.0,2.0,10.0,12.0,28.0,39.0,3.0,6.0,17.0,23.0,7.0,19.0,28.0,7.0,5.0,0.942,0.747,1.544,0.0,0.0,1.0,57.155,40.0,38.026,9.0,0.439,1.382,1.382,2.29,2.158,2.121,26.807,3.377,1.86,5.721,0.863,12.847,10.332,3.303,3.621,3.542,27.0,8.0,14.0,49.0,1.0,4.0,1.0,6.0,0.0,7.0,17.0,26.0,34.0,2.0,4.0,18.0,21.0,6.0,7.0,22.0,9.0,4.0,0.846,1.12,1.411,0.0,0.0,1.0,52.13,35.0,37.116,6.0,0.391,1.355,1.355,2.413,2.581,2.568
NYI,2011,NYI,2011020703,NYI,CAR,HOME,20120121,Team Level,4on5,0.7188,0.2,0.2857,360.0,1.419,0.138,0.096,0.197,0.037,0.514,1.019,0.138,0.138,0.138,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,1.0,0.0,0.021,0.117,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0.021,0.0,0.0,0.159,0.159,0.159,3.509,0.054,0.235,0.74,0.117,2.215,1.638,0.052,0.054,0.052,3.0,2.0,3.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,5.0,0.0,0.0,3.0,2.0,0.0,2.0,5.0,0.0,0.0,0.054,0.0,0.0,0.0,0.0,0.0,8.0,5.0,5.0,1.0,0.055,0.0,0.0,0.109,0.109,0.104
NYI,2011,NYI,2011020703,NYI,CAR,HOME,20120121,Team Level,5on4,0.8414,0.8,0.8,240.0,6.328,1.438,0.848,1.146,0.198,2.836,1.533,1.222,1.438,1.222,8.0,0.0,0.0,8.0,0.0,1.0,0.0,2.0,0.0,3.0,2.0,8.0,8.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,4.0,3.0,0.052,0.588,0.798,0.0,0.0,0.0,8.0,8.0,8.0,0.0,0.22,0.289,0.289,1.37,1.37,1.225,1.588,0.271,0.084,0.256,0.053,0.441,0.895,0.256,0.271,0.256,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.075,0.195,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.019,0.195,0.195,0.094,0.094,0.094
